,day,city,precipitation
0,2018,SEA,0.10203881278538812
1,2018,STL,0.11671232876712329
2,2019,SEA,0.10589954337899544
3,2019,STL,0.14791780821917808
4,2020,SEA,0.118091985428051
5,2020,STL,0.1366120218579235
6,2021,SEA,0.12173744292237444
7,2021,STL,0.11638356164383563
8,2022,SEA,0.11857077625570776
9,2022,STL,0.13408219178082192
